iteration,objective,weighted_data_misfit,regularization_penalty,weighted_rmse,damping,step_scale,step_norm,relative_objective_improvement,accepted
0,256.60747700349344,243.02307259088803,0.004295765860067476,1.7651290088353027,0.01,0.0,0.0,0.0,True
1,77.47444276135977,66.92713764208463,0.003335350735366335,0.9263046076645479,0.01,1.0,0.14327634598210284,0.6980818966537556,True
2,77.40884474929301,67.0079037034445,0.003289066351401507,0.926863360213197,0.003,1.0,0.011985889899884706,0.0008467051808144756,True
