maturity,log_moneyness,strike,true_call_price,observed_call_price,map_call_price,latent_price_sd,observed_predictive_sd,latent_lower,latent_upper,observed_lower,observed_upper
0.25,0.0499999999999999,105.12710963760242,2.414767187830776,2.418007147860474,2.430830566813663,0.006382855523614602,0.013657172435059145,2.418320399868856,2.44334073375847,2.404063000710294,2.457598132917032
0.25,0.0999999999999999,110.51709180756475,1.1635722026052835,1.1712439496100844,1.1669650202556379,0.006402907133243183,0.011874225017108966,1.1544155528781266,1.1795144876331491,1.1436919668777799,1.1902380736334959
0.25,0.1499999999999999,116.1834242728283,0.4868460211425478,0.4987587414104144,0.4849692257211594,0.00575970762407814,0.011540114033876088,0.4736804062164855,0.49625804522583333,0.46235101783727706,0.5075874336050418
0.25,0.1999999999999999,122.14027581601698,0.1762114970578739,0.1646373889849044,0.1728419150124467,0.004670823431896316,0.01103705538320578,0.16368726930778416,0.18199656071710923,0.15120968396598944,0.19447414605890395
0.25,0.2499999999999999,128.40254166877415,0.0551309128929821,0.0620937068455375,0.05201671806905763,0.0027880063118942955,0.010381376555889032,0.04655232610907447,0.05748111002904079,0.03166959390956666,0.07236384222854861
0.25,0.3,134.9858807576003,0.0147873826186159,0.0183012194765372,0.013105592528653164,0.0013141698298036718,0.010085982467839523,0.010529866992668835,0.015681318064637493,-0.0066625698570147145,0.03287375491432104
0.5,-0.3,74.08182206817179,26.049651120845954,26.045429112828472,26.034512885448162,0.012404037780669456,0.13083756433535834,26.010201418135175,26.05882435276115,25.77807597152592,26.290949799370406
0.5,-0.25,77.8800783071405,22.41756947201688,22.419046966845105,22.400920887725256,0.01960014651980623,0.1137886253955792,22.36250530645473,22.439336468995783,22.177899280099602,22.62394249535091
0.5,-0.2,81.87307530779819,18.7537152381094,18.69002293557361,18.7438973806794,0.02567880700919355,0.09722112430031761,18.693567843775426,18.794226917583373,18.553347478514286,18.934447282844513
0.5,-0.15,86.07079764250578,15.156609251033071,15.109583443688203,15.161445215611197,0.027196096492802323,0.08051520206866737,15.108141845965228,15.214748585257166,15.003638319348644,15.31925211187375
0.5,-0.1,90.48374180359596,11.757824407148073,11.836085322181596,11.778863606300963,0.02504406682808891,0.06390122184295813,11.729778137291493,11.827949075310432,11.65361951292066,11.904107699681266
0.5,-0.05,95.1229424500714,8.691010954860062,8.70225879661008,8.702464952454733,0.020403667676034905,0.04800678535448412,8.66247449865718,8.742455406252285,8.608373382146398,8.796556522763067
0.5,0.0,100.0,6.082676255448153,6.068032701497935,6.05381601584062,0.017291061348138282,0.03498506200165861,6.019926158343796,6.087705873337444,5.985246554320468,6.122385477360772
0.5,0.0499999999999999,105.12710963760242,4.009552883400855,3.9595980721564743,3.9883482691324232,0.011424538795098353,0.023074508549488268,3.96595658455405,4.010739953710797,3.9431230634144647,4.033573474850382
0.5,0.0999999999999999,110.51709180756475,2.4766773541902927,2.465822525946579,2.461889974335298,0.00885459799554315,0.01522340873725891,2.444535281166453,2.479244667504143,2.432052641488338,2.491727307182258
