underlying_symbol,quote_date,expiration,maturity,strike,source_option,source_option_type,bid,ask,mid,spread,relative_spread,call_bid,call_ask,observed_call_price,call_spread,noise_standard_deviation,quote_weight,discount_factor,prepaid_forward,forward,implied_rate,log_moneyness,call_lower_bound,call_upper_bound,parity_rmse,number_of_parity_pairs,trade_volume,open_interest,is_train,is_test,exercise_style,is_inner_validation,is_inner_fit
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4050.0,otm_put_parity,P,7.2,7.4,7.300000000000001,0.2000000000000001,0.0273972602739726,384.05445951118327,384.25445951118326,384.1544595111833,0.1999999999999886,0.0999999999999943,10.000000000000568,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0893628138355877,376.8544595111833,4408.361647293084,0.4706053436862162,105,11,7,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4075.0,otm_put_parity,P,8.2,8.4,8.3,0.200000000000001,0.0240963855421688,360.1686126730234,360.3686126730234,360.2686126730234,0.1999999999999886,0.0999999999999943,10.000000000000568,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0832089482612094,351.9686126730234,4408.361647293084,0.4706053436862162,105,10,9,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4110.0,otm_put_parity,P,9.9,10.2,10.05,0.2999999999999989,0.0298507462686566,327.0284270995995,327.32842709959954,327.1784270995995,0.3000000000000113,0.1500000000000056,6.666666666666414,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0746566664458923,317.12842709959955,4408.361647293084,0.4706053436862162,105,3,1,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4120.0,otm_put_parity,P,10.4,10.7,10.55,0.2999999999999989,0.0284360189573458,317.5740883643356,317.8740883643356,317.7240883643356,0.3000000000000113,0.1500000000000056,6.666666666666414,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0722265315926005,307.1740883643356,4408.361647293084,0.4706053436862162,105,3,1,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4125.0,otm_put_parity,P,10.7,11.0,10.85,0.3000000000000007,0.0276497695852535,312.8969189967036,313.19691899670363,313.04691899670365,0.3000000000000113,0.1500000000000056,6.666666666666414,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0710136751673912,302.19691899670363,4408.361647293084,0.4706053436862162,105,9,3,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4130.0,otm_put_parity,P,11.0,11.3,11.15,0.3000000000000007,0.0269058295964126,308.21974962907166,308.51974962907167,308.36974962907163,0.3000000000000113,0.1500000000000056,6.666666666666414,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0698022879810941,297.21974962907166,4408.361647293084,0.4706053436862162,105,2,11,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4150.0,otm_put_parity,P,12.3,12.7,12.5,0.3999999999999986,0.0319999999999998,289.6110721585438,290.0110721585437,289.81107215854377,0.3999999999999772,0.1999999999999886,5.000000000000284,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0649713607114286,277.31107215854377,4408.361647293084,0.4706053436862162,105,17,28,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4160.0,otm_put_parity,P,13.0,13.4,13.2,0.4000000000000003,0.0303030303030303,280.3567334232798,280.7567334232798,280.5567334232798,0.3999999999999772,0.1999999999999886,5.000000000000284,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0625646206808636,267.3567334232798,4408.361647293084,0.4706053436862162,105,15,110,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4170.0,otm_put_parity,P,13.8,14.2,14.0,0.3999999999999986,0.0285714285714284,271.2023946880159,271.60239468801586,271.4023946880159,0.3999999999999772,0.1999999999999886,5.000000000000284,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0601636591433254,257.4023946880159,4408.361647293084,0.4706053436862162,105,173,5,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4175.0,otm_put_parity,P,14.2,14.6,14.4,0.4000000000000003,0.0277777777777778,266.6252253203839,267.02522532038387,266.8252253203839,0.3999999999999772,0.1999999999999886,5.000000000000284,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0589653366512167,252.42522532038387,4408.361647293084,0.4706053436862162,105,16,340,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4190.0,otm_put_parity,P,15.5,15.9,15.7,0.4000000000000003,0.0254777070063694,252.99371721748795,253.393717217488,253.193717217488,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0553789610199892,237.49371721748795,4408.361647293084,0.4706053436862162,105,1,1,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4200.0,otm_put_parity,P,16.5,16.9,16.7,0.3999999999999986,0.0239520958083831,244.039378482224,244.439378482224,244.239378482224,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0529951696647129,227.539378482224,4408.361647293084,0.4706053436862162,105,4,43,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4205.0,otm_put_parity,P,17.0,17.4,17.2,0.3999999999999986,0.0232558139534882,239.562209114592,239.962209114592,239.762209114592,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0518054015291242,222.562209114592,4408.361647293084,0.4706053436862162,105,3,2,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4210.0,otm_put_parity,P,17.5,17.9,17.7,0.3999999999999986,0.022598870056497,235.08503974696004,235.48503974696004,235.28503974696,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0506170472597454,217.58503974696004,4408.361647293084,0.4706053436862162,105,3,9,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4220.0,otm_put_parity,P,18.6,19.0,18.8,0.3999999999999986,0.0212765957446807,226.23070101169608,226.6307010116961,226.4307010116961,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.048244566906115,207.6307010116961,4408.361647293084,0.4706053436862162,105,5,2,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4225.0,otm_put_parity,P,19.1,19.6,19.35,0.5,0.0258397932816537,221.7535316440641,222.2535316440641,222.0035316440641,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0470604341448983,202.6535316440641,4408.361647293084,0.4706053436862162,105,4,13,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4230.0,otm_put_parity,P,19.7,20.1,19.9,0.4000000000000021,0.0201005025125629,217.37636227643213,217.7763622764321,217.5763622764321,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0458777018958489,197.67636227643212,4408.361647293084,0.4706053436862162,105,85,4,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4235.0,otm_put_parity,P,20.3,20.7,20.5,0.3999999999999986,0.0195121951219511,212.99919290880015,213.39919290880016,213.19919290880017,0.3999999999999772,0.1999999999999886,5.000000000000284,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0446963668500177,192.69919290880017,4408.361647293084,0.4706053436862162,105,1,1,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4245.0,otm_put_parity,P,21.6,22.0,21.8,0.3999999999999986,0.0183486238532109,204.3448541735362,204.7448541735362,204.54485417353615,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0423378751907249,182.7448541735362,4408.361647293084,0.4706053436862162,105,1,0,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4250.0,otm_put_parity,P,22.2,22.6,22.4,0.4000000000000021,0.0178571428571429,199.9676848059042,200.36768480590425,200.16768480590423,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.04116071201771,177.76768480590422,4408.361647293084,0.4706053436862162,105,16,38,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4255.0,otm_put_parity,P,22.9,23.3,23.1,0.4000000000000021,0.0173160173160174,195.69051543827223,196.09051543827223,195.89051543827225,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0399849329286981,172.79051543827225,4408.361647293084,0.4706053436862162,105,1,40,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4260.0,otm_put_parity,P,23.6,24.1,23.85,0.5,0.020964360587002,191.41334607064027,191.91334607064027,191.66334607064027,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0388105346727564,167.81334607064028,4408.361647293084,0.4706053436862162,105,5,34,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4270.0,otm_put_parity,P,25.0,25.4,25.2,0.3999999999999986,0.0158730158730158,182.85900733537636,183.25900733537637,183.05900733537635,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0364658677135023,157.85900733537633,4408.361647293084,0.4706053436862162,105,1,4,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4275.0,otm_put_parity,P,25.8,26.4,26.1,0.5999999999999979,0.0229885057471263,178.68183796774437,179.28183796774437,178.98183796774435,0.5999999999999943,0.2999999999999971,3.333333333333365,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0352955925653119,152.88183796774436,4408.361647293084,0.4706053436862162,105,1,7,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4280.0,otm_put_parity,P,26.6,27.0,26.8,0.3999999999999986,0.0149253731343283,174.50466860011235,174.90466860011236,174.70466860011237,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0341266853603301,147.90466860011236,4408.361647293084,0.4706053436862162,105,87,2,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4285.0,otm_put_parity,P,27.4,27.8,27.6,0.4000000000000021,0.0144927536231884,170.3274992324804,170.7274992324804,170.5274992324804,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0329591429042923,142.9274992324804,4408.361647293084,0.4706053436862162,105,0,0,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4295.0,otm_put_parity,P,29.1,29.5,29.3,0.3999999999999986,0.0136518771331057,162.07316049721643,162.47316049721644,162.27316049721645,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0306281395178168,132.97316049721644,4408.361647293084,0.4706053436862162,105,0,0,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4300.0,otm_put_parity,P,30.0,30.6,30.3,0.6000000000000014,0.0198019801980198,157.99599112958447,158.59599112958446,158.29599112958448,0.5999999999999943,0.2999999999999971,3.333333333333365,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0294646722545187,127.99599112958448,4408.361647293084,0.4706053436862162,105,291,60,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4305.0,otm_put_parity,P,30.9,31.3,31.1,0.4000000000000021,0.0128617363344052,153.9188217619525,154.3188217619525,154.11882176195252,0.4000000000000057,0.2000000000000028,4.999999999999929,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0283025570743414,123.0188217619525,4408.361647293084,0.4706053436862162,105,0,1,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4310.0,otm_put_parity,P,31.8,32.3,32.05,0.4999999999999964,0.0156006240249608,149.84165239432053,150.34165239432053,150.09165239432053,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0271417908383791,118.04165239432052,4408.361647293084,0.4706053436862162,105,0,1,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4320.0,otm_put_parity,P,33.8,34.3,34.05,0.5,0.0146842878120411,141.88731365905656,142.38731365905656,142.13731365905656,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0248242926980166,108.08731365905656,4408.361647293084,0.4706053436862162,105,1,13,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4325.0,otm_put_parity,P,34.9,35.5,35.2,0.6000000000000014,0.0170454545454545,138.01014429142458,138.6101442914246,138.3101442914246,0.6000000000000227,0.3000000000000113,3.333333333333207,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0236675545701928,103.1101442914246,4408.361647293084,0.4706053436862162,105,4,33,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4330.0,otm_put_parity,P,35.9,36.6,36.25,0.7000000000000028,0.0193103448275862,134.0329749237926,134.73297492379265,134.38297492379263,0.700000000000017,0.3500000000000085,2.8571428571427875,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.022512152939637,98.13297492379262,4408.361647293084,0.4706053436862162,105,1,6,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4335.0,otm_put_parity,P,37.0,37.5,37.25,0.5,0.0134228187919463,130.15580555616063,130.65580555616063,130.40580555616063,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0213580847215303,93.15580555616064,4408.361647293084,0.4706053436862162,105,0,0,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4345.0,otm_put_parity,P,39.4,39.9,39.65,0.5,0.0126103404791929,122.60146682089668,123.10146682089668,122.85146682089668,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0190539362366801,83.20146682089668,4408.361647293084,0.4706053436862162,105,2,2,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4350.0,otm_put_parity,P,40.6,41.3,40.95,0.6999999999999957,0.0170940170940169,118.8242974532647,119.52429745326472,119.1742974532647,0.7000000000000028,0.3500000000000014,2.8571428571428457,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0179038498534427,78.22429745326471,4408.361647293084,0.4706053436862162,105,4,59,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4355.0,otm_put_parity,P,41.8,42.3,42.05,0.5,0.0118906064209274,115.04712808563272,115.54712808563272,115.29712808563272,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0167550846495693,73.24712808563272,4408.361647293084,0.4706053436862162,105,0,1,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4360.0,otm_put_parity,P,43.1,43.8,43.45,0.6999999999999957,0.0161104718066742,111.36995871800076,112.06995871800076,111.71995871800075,0.6999999999999886,0.3499999999999943,2.8571428571429034,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0156076375930926,68.26995871800075,4408.361647293084,0.4706053436862162,105,12,30,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4370.0,otm_put_parity,P,45.8,46.4,46.1,0.6000000000000014,0.0130151843817787,104.1156199827368,104.7156199827368,104.4156199827368,0.5999999999999943,0.2999999999999971,3.333333333333365,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0133166858465367,58.315619982736806,4408.361647293084,0.4706053436862162,105,2,36,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4375.0,otm_put_parity,P,47.2,47.9,47.55,0.6999999999999957,0.0147213459516297,100.53845061510484,101.23845061510482,100.88845061510484,0.6999999999999886,0.3499999999999943,2.8571428571429034,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0121731751444578,53.338450615104826,4408.361647293084,0.4706053436862162,105,3,29,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4380.0,otm_put_parity,P,48.7,49.4,49.05,0.6999999999999957,0.0142711518858306,97.06128124747286,97.76128124747284,97.41128124747286,0.6999999999999886,0.3499999999999943,2.8571428571429034,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0110309705656807,48.36128124747285,4408.361647293084,0.4706053436862162,105,10,43,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4385.0,otm_put_parity,P,50.2,50.8,50.5,0.5999999999999943,0.0118811881188117,93.58411187984088,94.18411187984088,93.88411187984087,0.5999999999999943,0.2999999999999971,3.333333333333365,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0098900691298891,43.38411187984087,4408.361647293084,0.4706053436862162,105,10,82,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4395.0,otm_put_parity,P,53.4,54.0,53.7,0.6000000000000014,0.0111731843575419,86.82977314457692,87.42977314457693,87.12977314457692,0.6000000000000085,0.3000000000000042,3.333333333333286,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0076121638168952,33.42977314457692,4408.361647293084,0.4706053436862162,105,12,38,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4400.0,otm_put_parity,P,55.0,55.8,55.4,0.7999999999999972,0.0144404332129963,83.45260377694494,84.25260377694494,83.85260377694493,0.7999999999999972,0.3999999999999986,2.500000000000009,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.00647515402982,28.452603776944944,4408.361647293084,0.4706053436862162,105,7,85,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4405.0,otm_put_parity,P,56.8,57.4,57.1,0.6000000000000014,0.010507880910683,80.27543440931296,80.87543440931296,80.57543440931296,0.5999999999999943,0.2999999999999971,3.333333333333365,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0053394355658926,23.475434409312967,4408.361647293084,0.4706053436862162,105,8,50,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4410.0,otm_put_parity,P,58.5,59.3,58.9,0.7999999999999972,0.0135823429541595,76.998265041681,77.79826504168099,77.39826504168099,0.7999999999999972,0.3999999999999986,2.500000000000009,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0042050054952809,18.498265041680995,4408.361647293084,0.4706053436862162,105,36,17,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4420.0,otm_put_parity,P,62.3,62.9,62.6,0.6000000000000014,0.0095846645367412,70.84392630641703,71.44392630641704,71.14392630641703,0.6000000000000085,0.3000000000000042,3.333333333333286,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0019399988644287,8.54392630641704,4408.361647293084,0.4706053436862162,105,3,10,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4425.0,otm_put_parity,P,64.3,64.9,64.6,0.6000000000000085,0.0092879256965945,67.86675693878506,68.46675693878507,68.16675693878506,0.6000000000000085,0.3000000000000042,3.333333333333286,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,-0.0008094164941427,3.5667569387850646,4408.361647293084,0.4706053436862162,105,15,292,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4430.0,otm_call,C,64.9,65.5,65.2,0.5999999999999943,0.0092024539877299,64.9,65.5,65.2,0.5999999999999943,0.2999999999999971,3.333333333333365,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,0.0003198891030086,0.0,4408.361647293084,0.4706053436862162,105,2,14,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4435.0,otm_call,C,62.1,62.6,62.35,0.5,0.008019246190858,62.1,62.6,62.35,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,0.0014479208075073,0.0,4408.361647293084,0.4706053436862162,105,16,3,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4445.0,otm_call,C,56.5,57.1,56.8,0.6000000000000014,0.0105633802816901,56.5,57.1,56.8,0.6000000000000014,0.3000000000000007,3.333333333333325,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,0.0037001740118323,0.0,4408.361647293084,0.4706053436862162,105,10,20,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4450.0,otm_call,C,53.8,54.4,54.1,0.6000000000000014,0.011090573012939,53.8,54.4,54.1,0.6000000000000014,0.3000000000000007,3.333333333333325,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,0.0048244012241132,0.0,4408.361647293084,0.4706053436862162,105,53,58,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4455.0,otm_call,C,51.2,51.8,51.5,0.5999999999999943,0.011650485436893,51.2,51.8,51.5,0.5999999999999943,0.2999999999999971,3.333333333333365,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,0.005947365968737,0.0,4408.361647293084,0.4706053436862162,105,0,5,True,False,european_index,True,False
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4460.0,otm_call,C,48.7,49.3,49.0,0.5999999999999943,0.0122448979591835,48.7,49.3,49.0,0.5999999999999943,0.2999999999999971,3.333333333333365,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,0.007069071077937,0.0,4408.361647293084,0.4706053436862162,105,4,17,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4470.0,otm_call,C,43.8,44.3,44.05,0.5,0.0113507377979568,43.8,44.3,44.05,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,0.0093087136714419,0.0,4408.361647293084,0.4706053436862162,105,4,27,True,False,european_index,False,True
^SPX,2023-08-25,2023-09-25,0.0848733744010951,4475.0,otm_call,C,41.5,42.0,41.75,0.5,0.0119760479041916,41.5,42.0,41.75,0.5,0.25,4.0,0.9954338735263952,4408.361647293084,4428.583117908324,0.0539224828079993,0.0104266567727831,0.0,4408.361647293084,0.4706053436862162,105,88,34,True,False,european_index,False,True
