method,split,number_of_quotes,price_rmse,price_mae,weighted_price_rmse,mean_gaussian_nll,inside_bid_ask_fraction,implied_volatility_rmse,implied_volatility_mae
ssvi,test,203,1.170278105641745,0.8330815434450262,5.236564515899169,13.387481855714352,0.2660098522167488,0.0037093383634388905,0.0019833554001800367
operator,test,203,3.202430382392622,1.6289059897915728,8.59542160407843,36.6173141670563,0.21182266009852216,0.005458957690589962,0.002839710091921772
ssvi,train,840,1.1889462755082594,0.8506178717464256,5.307156877197904,13.735585815605221,0.28214285714285714,0.004460445486730089,0.0021283221972764957
operator,train,840,3.226456093601946,1.6427849927675946,8.92039204929047,39.439325912533036,0.2130952380952381,0.006989691363407891,0.0031159871391220314
