maturity,log_moneyness,true_local_volatility,constant_reference,raw_dupire,smoothed_dupire,ssvi_dupire,operator_regularized,shared_valid
1.35,-0.22,0.2014512823894588,0.2,0.23650534743331514,0.19112801105362853,0.20933591312844815,0.20478317057107764,True
1.35,-0.18,0.19767068942666813,0.2,0.17862176408253083,0.17962624060019036,0.20441125708651997,0.19935238325657284,True
1.35,-0.14,0.19412908628677358,0.2,0.16880249984958803,0.19335420929809868,0.19967667991254293,0.1910340884409688,True
1.35,-0.1,0.19079932951691522,0.2,0.19105112471112431,0.19313382514657396,0.19517048529546552,0.18941122484770057,True
1.35,-0.06,0.1876611530737574,0.2,0.19449839023798815,0.19980310763956838,0.19093373620220522,0.1891483357232414,True
1.35,-0.03,0.18544010829608973,0.2,0.17947864840166636,0.19243099471041328,0.18795872411902154,0.19079928187887912,True
1.35,0.0,0.1833605332762568,0.2,0.18348928877028922,0.18530612596764828,0.18517760134153302,0.19245022803451686,True
1.35,0.03,0.18146367710733952,0.2,0.19646596176845268,0.18717502307628817,0.1826082872107906,0.1894150351466647,True
1.35,0.06,0.17979263838014067,0.2,0.1822744190633429,0.1914396754861728,0.18026786557139218,0.18637984225881252,True
1.35,0.1,0.17795985463805972,0.2,0.17720184230000852,0.18708330453737265,0.17753022421710518,0.18327839204214813,True
1.35,0.14,0.1765631919053605,0.2,0.1760281844535821,0.1772762123056071,0.17525876847664132,0.18063530163603042,True
1.35,0.18,0.17551760828322427,0.2,0.1856702088688326,0.1707939461596034,0.17347672378178644,0.17999013384877063,True
1.35,0.23,0.17455904285183962,0.2,0.1568367336610396,0.1665094101466885,0.1719563346131994,0.1784847556172114,True
1.35,0.28,0.17390538414773982,0.2,0.1543970247849066,0.1540050868363786,0.1712214770170131,0.17722024499589414,True
1.35,0.34,0.17355000674606078,0.2,0.1891479262030118,0.16615645264843465,0.17133867484165896,0.18128477807251725,True
